Feature	Gain	Cover	Frequency
TX.VAL.FOOD.ZS.UN_delta1	2.61248777211467e-05	0.000946889931306911	0.000707213578500707
SP.DYN.TO65.MA.ZS	2.57994960234616e-05	0.00230041971041434	0.00141442715700141
DT.ODA.ODAT.PC.ZS_rank	2.56905419317143e-05	0.00126348809852303	0.000707213578500707
NY.GDP.MKTP.CN_isNA_rank	2.50426947785405e-05	0.00126348809852303	0.000707213578500707
SE.PRM.DURS_rank	2.4905377888992e-05	0.00335187417401281	0.00212164073550212
IS.AIR.PSGR_delta1	2.32354098184568e-05	0.00126348809852303	0.000707213578500707
SP.DYN.CBRT.IN_delta1	2.30633228291266e-05	0.00135933891979029	0.00141442715700141
EN.GHG.CO2.PI.MT.CE.AR5_tend2	2.29194815155497e-05	0.000639005475115094	0.000707213578500707
NY.GSR.NFCY.CN_lag1	2.18081751109993e-05	0.00135062520876599	0.00141442715700141
TM.VAL.MRCH.WL.CD_lag1	2.12921827493582e-05	0.000255602190046037	0.000707213578500707
DC.DAC.TOTL.CD_min2	2.11556010184489e-05	0.000441494691897701	0.000707213578500707
NV.IND.MANF.CD	2.08429172866525e-05	0.000342739300289005	0.000707213578500707
NE.IMP.GNFS.KD.ZG	2.07934093130503e-05	0.00147842630378901	0.00141442715700141
EN.GHG.CH4.FE.MT.CE.AR5_delta1	2.07921161307699e-05	0.000424067269849108	0.000707213578500707
TM.VAL.MRCH.R6.ZS_delta1	2.02980532754701e-05	0.00073776086672379	0.00141442715700141
NY.GDP.PCAP.CD_delta1	2.01755183015039e-05	0.0019547758397839	0.00141442715700141
TM.VAL.FUEL.ZS.UN	2.01224344756267e-05	0.000981744775404098	0.00141442715700141
SP.POP.5559.MA.5Y_lag1	1.99770746408211e-05	0.00344191585459721	0.00212164073550212
TX.VAL.MRCH.RS.ZS	1.95876306675842e-05	0.000639005475115094	0.000707213578500707
AG.LND.CROP.ZS_min2	1.92760341381361e-05	0.00093236707959975	0.000707213578500707
pop65_x_oop_lag1	1.9147968825622e-05	0.00047925410633632	0.000707213578500707
SH.MMR.RISK_delta1	1.9147760522608e-05	0.00134772063842456	0.00141442715700141
SP.POP.0014.FE.ZS	1.91151580034697e-05	0.00229461056973147	0.00141442715700141
qaly_proxy_lag1	1.86659339690586e-05	0.0034593432766458	0.00212164073550212
BM.KLT.DINV.CD.WD	1.79596365255317e-05	0.000223651916290283	0.000707213578500707
NY.GDP.MKTP.CN_delta1	1.79544881887704e-05	0.0040809213297123	0.00282885431400283
FS.AST.CGOV.GD.ZS	1.78895212663928e-05	0.000223651916290283	0.000707213578500707
year	1.7878334852487e-05	0.00102821790086701	0.000707213578500707
SH.MMR.RISK.ZS_delta1	1.78121251296686e-05	0.00286971549733506	0.00353606789250354
BM.TRF.PWKR.CD.DT_avg2	1.75646862673245e-05	0.000319502737557547	0.000707213578500707
SH.MMR.DTHS	1.74871760575974e-05	0.00164689138359208	0.00212164073550212
SP.DYN.CBRT.IN	1.72093461049301e-05	0.00209129064583122	0.00141442715700141
SP.POP.65UP.MA.ZS	1.70462765937312e-05	0.000487967817360617	0.000707213578500707
BX.KLT.DINV.WD.GD.ZS_isNA_rank	1.66468586617714e-05	0.00504814325340924	0.00353606789250354
EN.GHG.CH4.WA.MT.CE.AR5_ratioavg2	1.66317427547626e-05	0.000746474577748087	0.000707213578500707
TX.VAL.MRCH.HI.ZS	1.64995589688496e-05	0.00073776086672379	0.00141442715700141
NE.RSB.GNFS.CN_delta1	1.64722693744082e-05	0.000238174767997444	0.000707213578500707
SP.POP.1564.FE.IN_delta1	1.64394767497311e-05	0.000374689574044759	0.000707213578500707
BX.PEF.TOTL.CD.WD_avg2	1.63909475679866e-05	0.000267220471411766	0.000707213578500707
NE.CON.TOTL.KD_tend2	1.62566099342322e-05	0.000252697619704605	0.000707213578500707
SP.POP.7074.FE.5Y_lag1	1.60291833096652e-05	0.00103112247120845	0.000707213578500707
NE.CON.PRVT.KD.ZG_ratioavg2	1.58837332134467e-05	0.000676764889553713	0.00141442715700141
DT.ODA.ODAT.GN.ZS_ratioavg2	1.58426831940108e-05	0.000641910045456526	0.000707213578500707
BX.GRT.EXTA.CD.WD_avg2	1.52032750231675e-05	0.00093236707959975	0.000707213578500707
TX.VAL.FUEL.ZS.UN	1.51455586331175e-05	0.000903321376185428	0.00141442715700141
EN.GHG.N2O.WA.MT.CE.AR5_ratioavg2	1.51370531525665e-05	0.000464731254629159	0.00141442715700141
DT.ODA.ODAT.CD_isNA_rank	1.49249494796862e-05	0.00241079338338876	0.00212164073550212
NY.GDP.FCST.CN	1.47834432022426e-05	0.000551868364872126	0.00141442715700141
NV.SRV.TOTL.KD.ZG	1.47788688603109e-05	0.000650623756480823	0.00141442715700141
BX.KLT.DINV.CD.WD_tend2	1.44329764785799e-05	0.0010630727449642	0.00141442715700141
NE.CON.PRVT.CD_isNA_rank	1.42668592774647e-05	0.000578009497945017	0.000707213578500707
SP.POP.0014.FE.ZS_lag1	1.4234995885564e-05	0.00114730528486574	0.000707213578500707
FD.AST.PRVT.GD.ZS	1.42175653177863e-05	0.0036568540598632	0.00282885431400283
EN.GHG.N2O.BU.MT.CE.AR5_tend2	1.41803496176902e-05	0.00330830561889133	0.00282885431400283
DC.DAC.TOTL.CD_rank	1.41670482070686e-05	0.0050626661051164	0.00353606789250354
IS.AIR.DPRT_delta1	1.41036829044966e-05	0.000731951726040925	0.000707213578500707
NV.SRV.TOTL.KD.ZG_isNA_rank	1.39870409602463e-05	0.00160622739881203	0.00141442715700141
MS.MIL.XPND.CD_ratioavg2	1.37663345761563e-05	0.000804565984576732	0.00141442715700141
DC.DAC.USAL.CD_avg2	1.36694183562436e-05	0.000717428874333764	0.000707213578500707
BX.GRT.TECH.CD.WD_ratioavg2	1.35806149555371e-05	0.0025850676038747	0.00353606789250354
DC.DAC.CECL.CD_ratioavg2	1.32869035556658e-05	0.000981744775404098	0.00141442715700141
NY.GDP.PCAP.CD	1.31373969711983e-05	0.000441494691897701	0.000707213578500707
MS.MIL.MPRT.KD	1.30374888637335e-05	0.00618383025690925	0.00565770862800566
TX.VAL.MRCH.R5.ZS_delta1	1.30333195366189e-05	0.00199253525422252	0.00282885431400283
SP.POP.DPND.YG_lag1	1.29537472770853e-05	0.00115020985520717	0.000707213578500707
SP.DYN.LE00.IN_delta1	1.2300553938005e-05	0.000424067269849108	0.000707213578500707
EN.GHG.N2O.PI.MT.CE.AR5_tend2	1.22824633245709e-05	0.00101369504915985	0.000707213578500707
DT.NFL.UNDP.CD_max2	1.20889637630288e-05	0.000432780980873404	0.000707213578500707
TM.VAL.MRCH.HI.ZS_rank	1.18767037660929e-05	0.000548963794530694	0.000707213578500707
NE.RSB.GNFS.ZS	1.18278793593518e-05	0.00231203799178007	0.00141442715700141
FM.LBL.BMNY.GD.ZS_isNA_rank	1.17455717918267e-05	0.0019460621287596	0.00212164073550212
TM.VAL.INSF.ZS.WT_delta1	1.16955617905376e-05	0.000697096881943739	0.00141442715700141
SP.POP.80UP.MA.5Y_delta1	1.16116177811766e-05	0.000586723208969313	0.00141442715700141
SH.IMM.IDPT_lag1	1.15879493270086e-05	0.000432780980873404	0.000707213578500707
FS.AST.PRVT.GD.ZS_lag1	1.15005859588196e-05	0.000752283718430951	0.000707213578500707
SP.POP.TOTL.FE.ZS	1.13849189346238e-05	0.00050539523940921	0.000707213578500707
SP.DYN.TO65.MA.ZS_rank	1.13622812754708e-05	0.000331121018923276	0.000707213578500707
NY.GNP.MKTP.CN_isNA_rank	1.13570560108191e-05	0.00124025153579157	0.00212164073550212
FM.AST.DOMS.CN	1.13138163656601e-05	0.000397926136776217	0.000707213578500707
NV.IND.MANF.ZS_isNA_rank	1.12348726207853e-05	0.00104564532291561	0.000707213578500707
MS.MIL.MPRT.KD_min2	1.09184600762874e-05	0.00194025298807674	0.00212164073550212
BX.TRF.CURR.CD_tend2	1.07963235350728e-05	0.000229461056973147	0.000707213578500707
TM.VAL.MMTL.ZS.UN_lag1	1.07578200006245e-05	0.0011531144255486	0.000707213578500707
BX.KLT.DINV.CD.WD_max2	1.06658995200281e-05	0.000929462509258318	0.000707213578500707
TM.VAL.MRCH.R4.ZS_delta1	1.06588025530963e-05	0.00173402849383505	0.00212164073550212
MS.MIL.XPND.CD_tend2	1.06391740110199e-05	0.000270125041753199	0.000707213578500707
